Nom,Adresse,Téléphone,Code Postal,lat,lon
Ach immobilier	21 rue de picpus  75012 paris	06 98 13 03 00	75012	48.846284	2.394556
Acheter immo	3 rue henri ribiere 75019 paris	01 42 02 02 04	75019	48.876337	2.395023
Aci immobilier	5 avenue jean jaures 75019 paris 19ème	01 40 40 02 00	75019	48.883264	2.371485
Acopa	77 boulevard barbes  75018 paris	01 42 51 27 27	75018	48.891315	2.34941
Acopa	19 rue damremont  75018 paris 18ème	01 53 09 33 88	75018	48.888647	2.333054
Acopa immobilier	108 rue ordener  75018 paris	01 42 51 10 60	75018	48.893138	2.340719
Acp conseil immobilier	127 rue du ranelagh  75016 paris  16ème	06 13 54 07 69	75016	48.856136	2.267734
Acquerir	51 rue caulaincourt  75018 paris	01 46 06 16 36	75018	48.889302	2.334629
Acr expert	32 rue  le peletier  75009 paris 9ème	01 42 46 34 24	75009	48.87449	2.339381
Actea	26 avenue bugeaud  75016 paris	01 53 70 60 40	75016	48.870544	2.281678
Actia conseil	53 rue blanche  75009 paris 9ème	01 53 20 01 80	75009	48.881222	2.331498
Actibail- gimo	20 rue du pont neuf  75001 paris 1er	01 42 74 26 44	75001	48.860561	2.344651
Actif immobilier	79 rue daguerre  75014 paris 14ème	01 56 54 38 50	75014	48.835584	2.325043
Actif immobilier	8b allee de l'orme a martin  91080 courcouronnes	01 69 13 05 21	91080	48.630557	2.414351
Actifs c.immobilier	10 rue de l'isly  75008 paris 8ème	01 56 03 97 07	75008	48.874849	2.325402
Actio vmr	46 av de suffren  75015 paris 15ème	01 43 06 98 27	75015	48.853696	2.296689
Action investissement immobilier	39 rue doct roux  75015 paris	01 45 67 05 19	75015	48.839593	2.309798
Action west	15 avenue leonard de vinci  92400 courbevoie	01 46 67 99 44	92400	48.896579	2.235783
Activimo	50 rue de babylone  75007 paris	01 53 59 58 18	75007	48.85177	2.31816
Actua immobilier (sarl)	26 rue de la butte aux cailles  75013 paris	01 44 16 88 88	75013	48.827769	2.350003
Actual investissement	76 avenue de wagram  75017 paris	01 47 63 02 02	75017	48.880632	2.300251
Actuel	75 rue la fayette  75009 paris	01 42 80 55 59	75009	48.876364	2.345422
Actuel immobilier	87 rue de gergovie  75014 paris	01 45 45 30 30	75014	48.830755	2.319235
Ad immobilier gestion	26 rue benard 75014 paris	01 45 42 44 13	75014	48.831738	2.32227
Ad valorem	24 rue des capucines  75002 paris	01 42 60 01 00	75002	48.869652	2.328485
Ad valorem bureaux	24 rue des capucines  75002 paris 2ème	01 57 44 57 88	75002	48.869652	2.328485
Adb gestion et patrimoine	127 rue falguiere  75015 paris	01 42 73 73 90	75015	48.837273	2.310947
Ader immobilier paris	199 boulevard pereire  75017 paris 17ème	01 53 96 00 00	75017	48.881378	2.291068
Adhocimmo	15 rue adrien damalix bp 38 94411 st maurice	01 43 96 53 49	94410	48.821535	2.421865
Administra	13 avenue corentin cariou  75019 paris	01 40 36 34 19	75019	48.895614	2.382931
Adopt immo	30 rue geoffroy saint hilaire  75005 paris 5ème	01 47 07 61 69	75005	48.840635	2.356278
Ads immobilier	158 grande rue  92310 sevres	01 45 07 89 89	92350	48.780312	2.261562
Adt partners	35 rue brunel 75017 paris	01 58 05 20 50	75017	48.879092	2.287449
Adw immo	21 avenue de meaux  77000 melun	01 60 69 34 90	77000	48.54693	2.663229
Aec immobilier	71 rue du bac  92600 asnieres sur seine	01 40 86 08 16	92600	48.91361	2.278112
Aedes immobilier	1 rue de clamart  92100 boulogne	01 47 61 89 10	92100	48.830344	2.245106
Affinity home	15 rue de miromesnil  75008 paris 8ème	01 40 56 98 61	75008	48.872188	2.315968
Afimmo 75	6 rue de la michodiere  75002 paris	01 40 55 02 80	75002	48.869462	2.334704
Ag patrimoine	55 avenue marceau  75116 paris 16ème	06 15 22 23 22	75116	48.869686	2.297955
Agec	73 75 rue de la plaine 75020 paris 20ème	01 48 44 41 41	75020	48.850368	2.405166
Agena immobilier	1 rue salneuve  75017 paris	01 47 64 31 31	75017	48.884577	2.314688
Agence  iwest	8 rue souchal  92110 clichy	01 55 90 03 00	92110	48.902787	2.312418
Agence 18eme avenue , doudeauville	39b rue doudeauville  75018 paris 18ème	01 46 06 86 60	75018	48.888445	2.353963
Agence 18eme avenue , mont cenis	81 rue du mont cenis  75018 paris	01 42 64 27 69	75018	48.89284	2.34441
Agence 18eme avenue , ramey	8 rue ramey  75018 paris	01 42 55 46 06	75018	48.887639	2.347354
Agence 18eme avenue, caulaincourt	59 rue caulaincourt  75018 paris	01 42 58 06 06	75018	48.889574	2.335173
Agence abaci	54 rue de la convention 75015 paris	01 45 78 81 81	75015	48.843633	2.282096
Agence abi	16 rue de vintimille  75009 paris	01 44 63 05 10	75009	48.882397	2.329279
Agence agt bastille	19 bd beaumarchais  75004 paris	01 42 78 10 20	75004	48.855139	2.368405
Agence aich	102 rue legendre  75017 paris	01 46 27 54 16	75017	48.887769	2.320545
Agence alba	25 rue gassendi 75014 paris	01 45 75 10 10	75014	48.834435	2.326551
Agence alexandrimmo	15 ave carnot  94230 cachan	01 46 63 29 29	94230	48.797303	2.3297
Agence alin	110 boulevard brune  75014 paris	01 45 39 75 50	75014	48.82413	2.320613
Agence amouyal freres et fils	9 rue bremontier  75017 paris	01 46 22 07 77	75017	48.884501	2.304044
Agence aramys	46b rue de clichy  75009 paris 9ème	01 42 81 59 59	75009	48.879774	2.329253
Agence armaillé	7 rue armaille  75017 paris	01 40 54 83 32	75017	48.877431	2.29191
Agence asm	91 rue du faubourg saint honore  75008 paris 8ème	06 14 35 12 52	75008	48.871989	2.31304
Agence atmosphere	18 rue benjamin franklin  75116 paris	01 45 25 22 25	75116	48.860099	2.285827
Agence auburtin immobilier	24 rue de la chapelle  75018 paris 18ème	01 40 37 56 62	75018	48.891879	2.359984
Agence belles feuilles	13 rue des belles feuilles  75116 paris 16eme	01 45 53 00 78	75116	48.866259	2.282503
Agence bellissimmo	44 avenue des gobelins 75013 paris	01 45 87 00 10	75013	48.83448	2.353162
Agence brick's et conseils	45 rue linois  75015 paris	01 45 77 00 17	75015	48.847245	2.285113
Agence c l'immobilier	13 rue eugène carrière  75018 paris	01 42 58 53 77	75018	48.889742	2.332568
Agence c3a	50 rue des moines 75017 paris	01 58 59 02 46	75017	48.889846	2.320457
Agence cambronne	35 rue de la croix nivert  75015 paris 15ème	01 47 34 69 18	75015	48.846142	2.299126
Agence capital's immo	76 rue de belleville  75020 paris 20ème	06 60 52 17 17	75020	48.873536	2.384006
Agence caractere	50 rue de turenne  75003 paris	01 44 61 05 00	75003	48.858283	2.364595
Agence catherine gheron / ecif	21 rue caillaux  75013 paris 13eme	01 46 42 49 80	75013	48.822389	2.360174
Agence champaubert	82 avenue de suffren  75015 paris	01 40 56 07 07	75015	48.851364	2.300326
Agence charles katz	4 bd raymond poincare  92380 garches	01 47 41 33 33	92380	48.838714	2.186117
Agence co par t immo	67 rue marcadet 75018 paris	01 42 59 05 90	75018	48.890337	2.348052
Agence cogé	64 rue gounod  92210 saint cloud	01 46 02 57 27	92210	48.84245	2.207672
Agence compagnie europeenne d'affaires	9 rue du chateau  92200 neuilly sur seine	01 41 43 27 00	92200	48.885836	2.260964
Agence concept immobilier	22 rue jean giraudoux  75016 paris	01 45 53 42 25	75016	48.869551	2.296722
Agence conseil immobilier	88 avenue henri barbusse  94240 l'hay les roses	01 45 46 22 22	94240	48.780093	2.32806
Agence crossard	94 rue du general leclerc  94000 créteil	01 42 07 19 75	94000	48.788553	2.46686
Agence david courcelles	71 bd de courcelles  75008 paris	01 47 63 08 08	75008	48.878604	2.301384
Agence david gestion	44 rue custine  75018 paris	01 42 54 04 00	75018	48.889153	2.345602
Agence de carné	100 rue vaugirard  75006 paris	01 42 22 50 00	75006	48.846324	2.324221
Agence de havilland	18 rue gounod  92210 saint-cloud	01 46 02 60 60	92210	48.84293	2.212393
Agence de la  mairie	157 avenue daumesnil 75012 paris	01 43 41 88 59	75012	48.841412	2.388529
Agence de la capitale	83 rue chardon lagache  75016 paris 16eme	01 44 14 68 70	75016	48.840946	2.263666
Agence de la mairie	2 rue du general leclerc 93110 rosny sous bois	01 45 28 00 59	93110	48.871018	2.48682
Agence de montmorency	71 rue de la pompe 75116 paris	06 64 32 06 53	75116	48.863257	2.276517
Agence de neuilly	6 avenue de madrid  92200 neuilly sur seine	01 46 40 17 31	92200	48.88411	2.260046
Agence de valliere	66 boulevard richard wallace  92800 puteaux	01 46 25 03 80	92800	48.881013	2.237608
Agence deguelt	41 avenue general leclerc  78220 viroflay	01 30 24 13 12	78220	48.803637	2.175251
Agence des 3 colombes	50 rue felix faure  92700 colombes	01 71 11 37 00	92700	48.914657	2.256301
Agence des ambassades	32 boulevard malesherbes  75008 paris	01 42 65 18 83	75008	48.873638	2.320978
Agence des batignolles	16 rue des dames  75017 paris	01 44 90 03 94	75017	48.885164	2.32526
Agence des champs elysees	11 rue colisee  75008 paris	01 42 25 32 25	75008	48.870591	2.307767
Agence des iles d'hyeres	17 avenue des iles d'or  83400 hyeres	04 94 01 49 49	83400	43.120052	6.126646
Agence des oliviers	2b rue de port royal  78960 voisins le bretonneux	01 30 43 00 43	78960	48.757929	2.049669
Agence des prés carrés	39 rue grenelle  75007 paris	01 53 63 00 63	75007	48.854061	2.326684
Agence des victoires	41 rue coquilliere  75001 paris	01 40 41 02 42	75001	48.864548	2.34075
Agence direct gestion	105b rue de tolbiac  75013 paris 13ème	01 42 71 06 06	75013	48.82658	2.364742
Agence domicile	18 rue yvonne le tac  75018 paris	01 42 54 06 98	75018	48.884196	2.340037
Agence douard	24 rue gabriel peri  78800 houilles	01 39 68 11 11	78800	48.925208	2.189306
Agence ds immobilier	3 rue didot  75014 paris 14ème	01 45 42 20 00	75014	48.834055	2.322001
Agence du canal	12 rue beaurepaire  75010 paris	01 42 02 02 33	75010	48.869701	2.363659
Agence du cap	12 rue de saintonge  75003 paris	01 42 74 50 06	75003	48.861567	2.3623
Agence du centre	8 av general de gaulle  78600 maisons laffitte	01 39 62 12 21	78600	48.945168	2.142766
Agence du chalet	77t rue de la tombe issoire  75014 paris	01 43 27 04 04	75014	48.828083	2.332805
Agence du faubourg poissonniere	132 rue fbg poissonniere  75010 paris	01 42 81 99 72 / 01 44 63 58 58	75010	48.880387	2.349874
Agence du golf	77 rue du 19 janvier  92380 garches	01 47 01 18 18	92380	48.851317	2.191862
Agence du huit mai	116 rue charles de gaulle  78840 freneuse	01 30 93 12 53	78840	49.048149	1.601242
Agence du lido - letuc immobilier	77 avenue du bois de guimier  94100 st maur des fosses	01 48 85 08 04	94100	48.799029	2.485018
Agence du louvre	52 rue de l'arbre sec  75001 paris	01 40 20 90 00	75001	48.860934	2.34258
Agence du mont-louis	7 rue delaitre  75020 paris 20ème	01 43 58 29 90	75020	48.867351	2.387371
Agence du musée	231 rue saint honore 75001 paris 1er	01 42 78 08 02	75001	48.866223	2.329201
Agence du parc	01 rue du general leclerc  91540 mennecy	01 69 90 06 15	91540	48.575902	2.448204
Agence du parc monceau	14b avenue foch  75008 paris 8ème	01 42 27 58 30	75016	48.874023	2.290966
Agence du parking	42 rue damrémont  75018 paris	01 42 62 96 42	75018	48.889693	2.333888
Agence du pont de saint cloud - v. i. p.	5 rue dailly  92210 saint cloud	01 46 02 04 05	92210	48.842261	2.221093
Agence du quartier	8 rue liot 92100 boulogne billancourt	01 46 08 00 00	92100	48.831872	2.24104
Agence du village	54 rue pierre brossolette  95200 sarcelles	01 39 90 49 77	95210	48.969231	2.290333
Agence dufour et boutant associes	73 75 rue raymond losserand  75014 paris 14eme	01 40 52 02 02	75014	48.83406	2.318467
Agence dupleix	18 rue de lourmel  75015 paris	01 45 79 76 76	75015	48.849636	2.291347
Agence duroc	27 rue pierre leroux  75007 paris	01 45 66 76 14	75007	48.848402	2.319575
Agence elico immobilier	36 rue pouchet  75017 paris 17ème	06 74 95 91 97	75017	48.893441	2.320114
Agence elysee	43 avenue de la jonchere  78170 la celle st cloud	01 39 69 62 00	77600	48.855579	2.738794
Agence era st sulpice	68 rue de vaugirard  75006 paris	01 53 63 05 23	75006	48.848237	2.330818
Agence et vous	2 rue sadi lecointe  75019 paris 19ème	06 63 70 57 53	75019	48.880653	2.373189
Agence etienne petit - groupe immobilier etienne petit	16 av du general leclerc bp 16 78160 marly le roy cedex	01 39 58 53 32	78160	48.870971	2.096504
Agence etoile	03 bd de magenta  75010 paris	01 44 52 57 57	75010	48.869482	2.361916
Agence faisanderie immobilier	96 rue de la faisanderie  75116 paris	01 45 03 40 40	75116	48.86629	2.27415
Agence farvene	18 rue de bruxelles  75009 paris	01 46 07 11 36	75009	48.883445	2.330861
Agence fbi voltaire  immobilier	3 place leon blum  75011 paris	01 43 73 00 30	75011	48.857742	2.379418
Agence fidim	77 79 rue championnet  75018 paris	01 42 51 21 21	75018	48.895742	2.34394
Agence florence lauret	28 boulevard malesherbes  75008 paris 8ème	01 44 55 38 38	75008	48.873247	2.321251
Agence fur	18, avenue de villiers  75017 paris	01 44 40 49 23	75017	48.882097	2.313532
Agence gambetta	5 rue du cambodge 75020 paris	01 40 33 84 64	75020	48.865698	2.39853
Agence gerloge	33 boulevard berthier  75017 paris	01 42 27 82 07	75017	48.888001	2.300091
Agence gestiva	3 rue isabey 75016 paris	01 40 50 95 97	75016	48.848341	2.263515
Agence gif	28 avenue theophile gautier  75016 paris 16eme	01 40 50 17 33	75016	48.850095	2.272363
Agence gif	77 boulevard exelmans  75016 paris	01 46 51 66 96	75016	48.843306	2.259442
Agence guy hoquet charonne	22 rue d'avron  75020 paris	01 44 64 01 00	75020	48.851607	2.400452
Agence haussmann	95 boulevard haussmann  75008 paris	01 40 06 00 50	75008	48.874798	2.318355
Agence horizon	15 rue godefroy cavaignac  75011 paris 11ème	01 43 71 10 54	75011	48.854796	2.381352
Agence icogest	354 rue saint honoré  75001 paris	01 42 60 39 41	75001	48.866465	2.329074
Agence immo avenir	114 avenue flandre  75019 paris 19ème	01 40 35 45 55	75019	48.891957	2.378837
Agence immobilier la residence	15 place du general leclerc  91430 vauhallan	01 69 41 31 44	91430	48.734506	2.20478
Agence immobiliere bureau d'etudes et realisations	8 boulevard saint marcel  75005 paris 5ème	01 43 37 88 14	75005	48.839879	2.360934
Agence immobilière du 20ème	56 bd menilmontant  75020 paris	01 40 33 00 03	75020	48.863544	2.387139
Agence immobiliere la tour	108 rue de la tour  75016 paris	01 45 03 30 70	75016	48.862659	2.276726
Agence immobilière lacroix	12 avenue jean jaures  94250 gentilly	01 46 63 56 66	94250	48.814326	2.349559
Agence immobiliere lamarck	80 rue lamarck 75018 paris	01 42 55 66 18	75018	48.890096	2.338155
Agence immobiliere lori	26 av gabriel peri  91700 ste genevieve des bois	01 60 16 01 28	91700	48.651779	2.316248
Agence immobiliere pierre hedim	19 avenue de messine  75008 paris	01 53 53 97 97	75008	48.876745	2.311853
Agence immobiliere romy	71 rue de la paroisse bp512  78005 versailles cedex	01 39 50 03 43	78000	48.806064	2.134379
Agence immobiliere trocadero	23 rue des belles feuilles  75016 paris	01 56 26 59 59	75016	48.866659	2.282125
Agence immofidès	3 rue pache  75011 paris	01 43 70 16 05	75011	48.858426	2.382127
Agence immosoult	103 bld soult  75012 paris	01 43 45 55 66	75012	48.843061	2.409624
Agence immosphere	92 rue des entrepreneurs  75015 paris	01 43 92 90 90	75015	48.844052	2.291897
Agence immotep	15 rue brey  75017 paris 17ème	01 45 72 44 91	75017	48.876551	2.295592
Agence in situ	89 rue la boetie  75008 paris 8ème	01 44 63 17 14 / 06 62 50 68 00	75008	48.871716	2.308278
Agence internationale mercure paris	14b avenue bosquet  75007 paris	01 47 53 97 00	75007	48.859674	2.302825
Agence joffard	9 av georges clemenceau  94732 nogent sur marne cedex	01 48 73 47 55	94700	48.806018	2.443212
Agence laforet immobiler paris 11	148 bld voltaire  75011 paris	01 71 18 33 00	75011	48.856383	2.382194
Agence laforet immobilier	63 rue du president wilson  92300 levallois perret	01 41 40 09 09	92300	48.892752	2.289652
Agence laforet immobilier paris 12 daumesnil	240 rue de charenton  75012 paris 12ème	01 55 78 83 10	75012	48.838497	2.389625
Agence leroy	68 rue de babylone  75007 paris 7ème	01 47 05 50 50	75007	48.851819	2.316627
Agence lil-orsay	14 rue de normandie  75003 paris	01 42 77 45 01	75003	48.863988	2.363978
Agence littre	41 rue madame  75006 paris	01 45 44 44 45	75006	48.848963	2.331787
Agence locadelo	5b rue du centre  92200 neuilly sur seine	06 09 02 29 80	92200	48.879153	2.254068
Agence loyer	67 rue de la tour  75116 paris	01 40 72 61 16	75116	48.861287	2.279041
Agence ls	15 rue daumier  75016 paris	01 45 20 48 18	75016	48.839473	2.263488
Agence maillot	18 rue d'armenonville  92200 neuilly sur seine	01 47 22 55 55	92200	48.881427	2.279422
Agence mandar - espace immo	8 rue mandar  75002 paris	01 42 33 50 27	75002	48.865671	2.346082
Agence manestel	27 rue de longchamp 75116	01 43 44 02 32	75116	48.864919	2.29031
Agence martine immobilier	34 rue daguerre  75014 paris	01 43 20 26 35	75014	48.834402	2.328602
Agence menilmontant	87 rue menilmontant  75020 paris	01 46 36 96 18	75020	48.868934	2.390454
Agence mg immobilier	47 rue vaneau  75007 paris	01 42 22 98 70	75007	48.851256	2.319325
Agence micot	6 rue taine 75012 paris	01 43 44 43 87	75012	48.837651	2.391932
Agence nachimmo	203 ave daumesnil  75012 paris	01 56 95 49 00	75012	48.83906	2.397599
Agence nisso immobilier	48 rue de la sablière 75014 paris	01 45 25 03 34	75014	48.832319	2.321315
Agence paris maillot	24 boulevard gouvion saint-cyr  75017 paris 17ème	01 45 74 56 31	75017	48.883788	2.288331
Agence paris seine cherche midi	59 rue du cherche midi  75006 paris	01 45 44 66 00	75006	48.848407	2.324505
Agence paris seine saint honore	49 rue saint roch  75001 paris 1er	01 42 60 77 77	75001	48.866663	2.333029
Agence paris-est transactions	147 rue oberkampf  75011 paris	01 47 00 11 09	75011	48.866832	2.381335
Agence pariszen	29 rue boulard  75014 paris 14ème	06 25 32 64 45	75014	48.833389	2.328646
Agence porte doree	274 avenue de daumesnil  75012 paris 12ème	01 71 19 44 70	75012	48.835777	2.405362
Agence preference	8 rue de colombes  92400 courbevoie	01 43 34 30 30	92400	48.897254	2.256608
Agence prestige immobiliere	59 rue lamarck  75018 paris	01 42 62 51 88	75018	48.889962	2.338194
Agence principale	14 rue damremont  75018 paris 18ème	01 53 09 31 00	75018	48.888033	2.332861
Agence prodi	54 boulevard diderot  75012 paris	01 43 41 32 16	75012	48.846397	2.379736
Agence rive de seine	194 rue paul doumer 78510 triel sur seine	01 39 74 74 74	78510	48.981048	2.003312
Agence rombaut	10 avenue guyener  78170 la celle saint cloud	01 39 18 53 53			
Agence sadone	149 avenue achille peretti 92200 neuilly sur seine	01 47 47 08 30	92200	48.884612	2.267532
Agence saint germain immobilier	49 rue mazarine  75006 paris	01 40 51 05 80	75006	48.853916	2.338383
Agence sap	112 boulevard de rochechouart   75018 paris 18ème	01 42 64 28 66	75018	48.88237	2.340559
Agence seine et cite	81 rue de turenne  75003 paris 3ème	01 53 68 64 02	75003	48.860136	2.36446
Agence solvimo paris 11	124 rue du chemin vert  75011 paris 11ème	01 58 30 89 56	75011	48.862026	2.384144
Agence st louis en l'ile	10 rue boutarel  75004 paris	01 43 29 30 00	75004	48.852474	2.354032
Agence stephane dorai	27 rue jean mermoz  75008 paris	01 40 06 91 92	75008	48.872006	2.312315
Agence stimob	22 rue eugene jumin  75019 paris	01 42 38 02 02	75019	48.887657	2.392371
Agence swixim republique	21 rue de la plaine  75020 paris 20ème	01 77 37 70 97	75020	48.850109	2.40158
Agence t.g.a	39 avenue des gobelins  75013 paris	01 44 08 61 21	75013	48.835705	2.352912
Agence terminus	8 boulevard d'ormesson  95880 enghien les bains	01 34 12 88 47	95880	48.971142	2.309083
Agence thiphone immobilier	53 rue de belleville  75019 paris	01 42 02 80 00	75019	48.873218	2.381326
Agence topim	65 av mozart  75016 paris	01 45 24 55 55	75016	48.854007	2.269143
Agence twinsim	17 ave victor hugo  75116 paris	01 45 00 52 60	75116	48.872239	2.291696
Agence ulys pately immobilier sarl	232 bd voltaire  75011 paris	01 40 24 18 54	75011	48.851944	2.389641
Agence util	99 rue ordener  75018 paris 18ème	01 42 57 02 02	75018	48.892003	2.346678
Agence valere	185 rue de paris  95150 taverny	01 39 60 40 18	95150	49.025871	2.225879
Agence vaneau	25 rue vaneau  75007 paris	01 45 55 46 63	75007	48.852942	2.319264
Agence vaneau	64 avenue raymond poincare  75116 paris	01 47 04 28 00	75116	48.867918	2.285944
Agence vaneau	13 rue vavin  75006 paris	01 44 41 41 41	75006	48.844218	2.331208
Agence vaneau champ de mars	69 avenue de bosquet  75007 paris	01 44 11 75 75	75007	48.855882	2.305157
Agence vaneau denfert rochereau	38 rue boulard  75014 paris	01 45 45 01 85	75014	48.833258	2.328305
Agence vaneau marais	15 rue de sevigne  75004 paris 4ème	01 42 74 16 16	75004	48.856401	2.362494
Agence vaneau neuilly	137 avenue achille peretti  92200 neuilly sur seine	01 46 24 05 00	92200	48.884372	2.268574
Agence vaneau saint charles - etude warbel	38 rue des entrepreneurs  75015 paris 15eme	01 45 79 79 45	75015	48.846398	2.285908
Agence victor hugo	39 rue victor hugo  bp-48 92500 rueil malmaison cedex	01 47 49 09 46	92400	48.893706	2.256332
Agence windsor 92	23 rue madeleine michelis  92200 neuilly	01 41 43 25 25	92200	48.881861	2.27674
Agence windsor invalides	148 rue de grenelle  75007 paris	01 44 18 00 30	75007	48.858163	2.31069
Agenda immobilier	7 rue des quatre vents  75006 paris	01 40 51 79 56	75006	48.851702	2.337932
Agentissimo	32 rue leopold bellan  75002 paris	01 42 21 31 33	75002	48.86674	2.345051
Agentissimo	180 rue lafayette  75010 paris	01 40 34 61 62	77120	48.815255	3.087524
Agentys asnieres réseau immobilier intéractif	2 rue de la comete  92600 asnieres sur seine	01 82 83 13 13	92600	48.912515	2.285118
Agentys nogent	156 grande rue charles de gaulle  94130 nogent sur marne	01 49 77 11 47	92600	48.905773	2.286474
Agentys paris daumesnil	8 rue crozatier  75012 paris 12ème	01 82 28 96 96	75012	48.845671	2.382776
Agentys saint-maur mairie	11 avenue charles de gaulle  94100 st maur des fosses	01 48 83 11 22	94100	48.803785	2.48558
Ages@loc	99 rue legendre  75017 paris 17ème	01 42 28 58 60	75017	48.888483	2.321528
